predictor,label,Effect,NumDF,DenDF,ChiSq,FValue,ProbChiSq,ProbF,adjusted,fdr_p
meanstoragetime,MYELO,predspline,2,348,1.50,0.75,0.4733186194,4.7407801E-01,1,0.8189492048
meandonorsex,CO2,predictorvalue,1,1064,0.51,0.51,0.4754711754,4.7562767E-01,1,0.8189492048
numdoncat,PH,predictorvalue,4,20187,3.51,0.88,0.4766749224,4.7669481E-01,1,0.8189492048
idbloodgroupcat,RET,predictorvalue,1,486,0.50,0.50,0.477379556,4.7772037E-01,1,0.8189492048
meanstoragetime,LD,predspline,2,6620,1.47,0.73,0.4799826644,4.8002172E-01,1,0.8201049102
timesincecat,FERRITIN,predictorvalue,3,2550,2.45,0.82,0.4850895455,4.8521687E-01,1,0.8238196879
idbloodgroupcat,OSMO,predictorvalue,1,6411,0.48,0.48,0.4882791472,4.8830425E-01,1,0.8238196879
timesincecat,TPK,predictorvalue,3,53551,2.43,0.81,0.4883339109,4.8833989E-01,1,0.8238196879
donorparity,EGFR,predictorvalue,2,7547,1.43,0.72,0.4887011049,4.8873430E-01,1,0.8238196879
meandonorage,FE,predspline,2,1395,1.42,0.71,0.4913007531,4.9147855E-01,1,0.8247390354
meandonorage,LPK,predspline,2,55740,1.42,0.71,0.492548048,4.9255248E-01,1,0.8247390354
meandonationtime,CL,predspline,2,20790,1.39,0.69,0.4996550018,4.9966657E-01,1,0.8315143636
numdoncat,ASAT,predictorvalue,4,15147,3.36,0.84,0.4998749531,4.9989852E-01,1,0.8315143636
meandonorage,TROP_I,predspline,2,576,1.36,0.68,0.5068620493,5.0726789E-01,1,0.8409967695
meandonorage,PO2,predspline,2,16374,1.34,0.67,0.511559904,5.1157394E-01,1,0.8453549701
meandonorage,MYELO,predspline,2,349,1.32,0.66,0.5167631735,5.1740728E-01,1,0.8492614556
meandonationtime,TROP_T,predspline,2,4299,1.31,0.66,0.5187723356,5.1882430E-01,1,0.8492614556
meandonorage,CA,predspline,2,12607,1.31,0.65,0.520181971,5.2019960E-01,1,0.8492614556
meandonationtime,KREA,predspline,2,49672,1.31,0.65,0.5206736897,5.2067815E-01,1,0.8492614556
donorparity,ALB,predictorvalue,2,22877,1.26,0.63,0.5315137269,5.3152301E-01,1,0.8622599743
numdoncat,HBA1C,predictorvalue,4,175,3.17,0.79,0.5303688952,5.3206915E-01,1,0.8622599743
meandonorsex,BE,predictorvalue,1,19948,0.39,0.39,0.5340861628,5.3409327E-01,1,0.8627660494
numdoncat,CRP,predictorvalue,4,47248,3.09,0.77,0.543608924,5.4361477E-01,1,0.875341354
meandonorsex,TRANSF,predictorvalue,1,49,0.37,0.37,0.5436045199,5.4640904E-01,1,0.8770387094
numdoncat,EOSINO,predictorvalue,4,1891,3.05,0.76,0.54900586,5.4914672E-01,1,0.877316912
idbloodgroupcat,MONO,predictorvalue,1,1903,0.36,0.36,0.549992652,5.5006378E-01,1,0.877316912
meandonorsex,TROP_T,predictorvalue,1,4315,0.35,0.35,0.5558855577,5.5591639E-01,1,0.8805759745
numdoncat,PCO2,predictorvalue,4,16287,3.01,0.75,0.5562320313,5.5624761E-01,1,0.8805759745
meandonorsex,EGFR,predictorvalue,1,7548,0.34,0.34,0.5573311324,5.5734868E-01,1,0.8805759745
meanweekday,LYMF,predictorvalue,5,1894,3.91,0.78,0.5618700563,5.6200732E-01,1,0.8844389419
idbloodgroupcat,GLUKOS,predictorvalue,1,44075,0.33,0.33,0.5633004211,5.6330337E-01,1,0.8844389419
meanweekday,KREA,predictorvalue,5,49845,3.88,0.78,0.5671962684,5.6720125E-01,1,0.8877932672
idbloodgroupcat,METHB,predictorvalue,1,15378,0.32,0.32,0.5698686114,5.6987691E-01,1,0.8892196961
meanweekday,SR,predictorvalue,5,77,3.83,0.77,0.5748625881,5.7781726E-01,1,0.8901464726
donorparity,BE,predictorvalue,2,19947,1.09,0.55,0.5792541884,5.7926285E-01,1,0.8901464726
numdoncat,FERRITIN,predictorvalue,4,2549,2.87,0.72,0.5797162613,5.7979996E-01,1,0.8901464726
meandonorage,GT,predspline,2,7668,1.09,0.54,0.581105787,5.8112812E-01,1,0.8901464726
timesincecat,ALAT,predictorvalue,3,16744,1.95,0.65,0.5820364058,5.8204809E-01,1,0.8901464726
donorparity,FIB,predictorvalue,2,13541,1.08,0.54,0.5832776744,5.8329019E-01,1,0.8901464726
meandonorsex,OSMO,predictorvalue,1,6415,0.30,0.30,0.5843992562,5.8441828E-01,1,0.8901464726
donorparity,GLUKOS,predictorvalue,2,44106,1.07,0.53,0.5860258586,5.8602965E-01,1,0.8901464726
numdoncat,LAKTAT,predictorvalue,4,18661,2.83,0.71,0.5863554835,5.8636633E-01,1,0.8901464726
meanweekday,K,predictorvalue,5,46308,3.70,0.74,0.5933304308,5.9333459E-01,1,0.8980199258
meandonorsex,LYMF,predictorvalue,1,1898,0.27,0.27,0.6002492327,6.0031042E-01,1,0.9033854734
numdoncat,TROP_T,predictorvalue,4,4313,2.75,0.69,0.6005080589,6.0054961E-01,1,0.9033854734
timesincecat,ASAT,predictorvalue,3,15148,1.86,0.62,0.6022456702,6.0225698E-01,1,0.9033854734
meanweekday,HBA1C,predictorvalue,5,174,3.63,0.73,0.6034394638,6.0442219E-01,1,0.9039429739
meandonorsex,FIB,predictorvalue,1,13542,0.26,0.26,0.6081562437,6.0816461E-01,1,0.9046293472
donorparity,SR,predictorvalue,2,80,0.99,0.49,0.6110867086,6.1292731E-01,1,0.9046293472
meanweekday,LD,predictorvalue,5,6628,3.56,0.71,0.6139030207,6.1392580E-01,1,0.9046293472
meanweekday,TROP_I,predictorvalue,5,573,3.56,0.71,0.6143776454,6.1463916E-01,1,0.9046293472
idbloodgroupcat,NTPROBNP,predictorvalue,1,812,0.25,0.25,0.6172843564,6.1741973E-01,1,0.9046293472
numdoncat,GT,predictorvalue,4,7669,2.65,0.66,0.618148153,6.1816790E-01,1,0.9046293472
meandonorsex,NA,predictorvalue,1,45842,0.24,0.24,0.623765571,6.2376792E-01,1,0.9046293472
numdoncat,METHB,predictorvalue,4,15390,2.61,0.65,0.6247584368,6.2476762E-01,1,0.9046293472
meandonationtime,LAKTAT,predspline,2,18620,0.93,0.47,0.6279276768,6.2793498E-01,1,0.9046293472
meandonorage,TROP_T,predspline,2,4314,0.93,0.47,0.6280309373,6.2806243E-01,1,0.9046293472
meanweekday,CA_F,predictorvalue,5,20126,3.47,0.69,0.6280822573,6.2808839E-01,1,0.9046293472
meanweekday,META,predictorvalue,5,367,3.47,0.69,0.6278110228,6.2814818E-01,1,0.9046293472
meandonorage,KREA,predspline,2,49837,0.93,0.46,0.6282121003,6.2821482E-01,1,0.9046293472
meanweekday,HAPTO,predictorvalue,5,362,3.46,0.69,0.6297250533,6.3005684E-01,1,0.904696995
meanweekday,TROP_T,predictorvalue,5,4310,3.43,0.69,0.6337513303,6.3377745E-01,1,0.9074540787
meanstoragetime,RET,predspline,2,485,0.91,0.45,0.6359965935,6.3626489E-01,1,0.9082945241
numdoncat,HAPTO,predictorvalue,4,363,2.51,0.63,0.6428007307,6.4311589E-01,1,0.9082945241
meandonorage,META,predspline,2,370,0.88,0.44,0.6443985751,6.4473445E-01,1,0.9082945241
timesincecat,MYELO,predictorvalue,3,348,1.66,0.55,0.6457083082,6.4606095E-01,1,0.9082945241
meanweekday,ALB,predictorvalue,5,22878,3.33,0.67,0.6487873714,6.4879108E-01,1,0.9082945241
meandonorsex,GLUKOS,predictorvalue,1,44107,0.21,0.21,0.6499490604,6.4995129E-01,1,0.9082945241
meandonorsex,TROP_I,predictorvalue,1,577,0.21,0.21,0.6504671534,6.5063749E-01,1,0.9082945241
idbloodgroupcat,EVF,predictorvalue,1,55094,0.20,0.20,0.6520741108,6.5207589E-01,1,0.9082945241
meandonationtime,ALP,predspline,2,6589,0.85,0.42,0.6539868466,6.5400475E-01,1,0.9082945241
numdoncat,GLUKOS,predictorvalue,4,44127,2.44,0.61,0.6549127832,6.5491499E-01,1,0.9082945241
numdoncat,TRANSF,predictorvalue,3,47,1.62,0.54,0.6558854436,6.5824850E-01,1,0.9082945241
meanstoragetime,INR,predspline,2,27655,0.83,0.41,0.6612793631,6.6128345E-01,1,0.9082945241
meandonorage,NTPROBNP,predspline,2,812,0.83,0.41,0.6614615019,6.6160057E-01,1,0.9082945241
numdoncat,TROP_I,predictorvalue,4,574,2.39,0.60,0.6642563237,6.6440359E-01,1,0.9082945241
meandonorsex,FERRITIN,predictorvalue,1,2551,0.19,0.19,0.6650818302,6.6511843E-01,1,0.9082945241
meandonorage,NA,predspline,2,45841,0.81,0.41,0.6655517594,6.6555417E-01,1,0.9082945241
meanweekday,FIB,predictorvalue,5,13542,3.22,0.64,0.6660661406,6.6607016E-01,1,0.9082945241
timesincecat,HBA1C,predictorvalue,3,176,1.57,0.52,0.666225595,6.6680352E-01,1,0.9082945241
meandonorage,METHB,predspline,2,15385,0.78,0.39,0.6754058038,6.7541256E-01,1,0.9120615682
meanweekday,COHB,predictorvalue,5,14014,3.15,0.63,0.6762859089,6.7628857E-01,1,0.9120615682
meanstoragetime,BASOF,predspline,2,1906,0.78,0.39,0.6783818643,6.7843545E-01,1,0.9120615682
meandonorsex,EOSINO,predictorvalue,1,1894,0.17,0.17,0.6814173722,6.8146381E-01,1,0.9120615682
idbloodgroupcat,TROP_I,predictorvalue,1,577,0.17,0.17,0.6830391621,6.8319064E-01,1,0.9120615682
meanstoragetime,TRI,predspline,2,2526,0.76,0.38,0.6839721345,6.8401119E-01,1,0.9120615682
donorparity,NTPROBNP,predictorvalue,2,812,0.75,0.37,0.6878144213,6.8793299E-01,1,0.9120615682
meanweekday,FE,predictorvalue,5,1393,3.08,0.62,0.6881055078,6.8811873E-01,1,0.9120615682
meanstoragetime,FERRITIN,predspline,2,2546,0.74,0.37,0.6919707741,6.9200762E-01,1,0.9120615682
timesincecat,TROP_T,predictorvalue,3,4314,1.46,0.49,0.6925769889,6.9259485E-01,1,0.9120615682
meandonorage,CA_F,predspline,2,20124,0.72,0.36,0.698033393,6.9803788E-01,1,0.9120615682
timesincecat,CO2,predictorvalue,3,1063,1.43,0.48,0.6981304407,6.9819825E-01,1,0.9120615682
meandonorage,APTT,predspline,2,21922,0.72,0.36,0.6982961077,6.9830022E-01,1,0.9120615682
timesincecat,FIB,predictorvalue,3,13549,1.42,0.47,0.7007639345,7.0076908E-01,1,0.9120615682
meanstoragetime,FE,predspline,2,1392,0.71,0.36,0.7008090254,7.0087264E-01,1,0.9120615682
meanweekday,METHB,predictorvalue,5,15385,2.99,0.60,0.7009960121,7.0099591E-01,1,0.9120615682
meanstoragetime,STDBIK,predspline,2,20054,0.71,0.35,0.7016937814,7.0169817E-01,1,0.9120615682
meandonorage,TRI,predspline,2,2530,0.71,0.35,0.7021079298,7.0214264E-01,1,0.9120615682
meanstoragetime,EOSINO,predspline,2,1889,0.69,0.35,0.7073708821,7.0741575E-01,1,0.9165489465
numdoncat,APTT,predictorvalue,4,21936,2.14,0.53,0.7100652961,7.1006655E-01,1,0.9166410751
idbloodgroupcat,EGFR,predictorvalue,1,7546,0.14,0.14,0.7132958757,7.1330618E-01,1,0.9166410751
donorparity,CO2,predictorvalue,2,1063,0.67,0.34,0.7146837214,7.1475956E-01,1,0.9166410751
numdoncat,META,predictorvalue,4,368,2.11,0.53,0.7154038827,7.1546290E-01,1,0.9166410751
meandonorsex,PH,predictorvalue,1,20180,0.13,0.13,0.7172065015,7.1721029E-01,1,0.9166410751
meanstoragetime,CRP,predspline,2,47154,0.66,0.33,0.7188448725,7.1884653E-01,1,0.9166410751
timesincecat,K,predictorvalue,3,46324,1.33,0.44,0.7211363229,7.2113746E-01,1,0.9166410751
idbloodgroupcat,CA,predictorvalue,1,12593,0.13,0.13,0.7220307611,7.2203672E-01,1,0.9166410751
meanstoragetime,FIB,predspline,2,13522,0.65,0.32,0.723955299,7.2396089E-01,1,0.9167745885
numdoncat,ALAT,predictorvalue,4,16743,2.01,0.50,0.7334187556,7.3341890E-01,1,0.9264238695
meanweekday,NA,predictorvalue,5,45846,2.76,0.55,0.7368021132,7.3680101E-01,1,0.9278024457
meandonorsex,ALB,predictorvalue,1,22878,0.11,0.11,0.7381889614,7.3819203E-01,1,0.9278024457
meandonorage,ALB,predspline,2,22877,0.60,0.30,0.7419596709,7.4196256E-01,1,0.9283484292
meandonationtime,FERRITIN,predspline,2,2541,0.59,0.30,0.7438273356,7.4385297E-01,1,0.9283484292
meandonorsex,METHB,predictorvalue,1,15386,0.11,0.11,0.7458949451,7.4589935E-01,1,0.9283484292
meandonorage,BILI,predspline,2,22153,0.58,0.29,0.7466984913,7.4670137E-01,1,0.9283484292
meandonationtime,HB,predspline,2,90266,0.58,0.29,0.7479416647,7.4794236E-01,1,0.9283484292
donorparity,TROP_T,predictorvalue,2,4314,0.58,0.29,0.7496637703,7.4967820E-01,1,0.9283484292
timesincecat,RET,predictorvalue,3,484,1.19,0.40,0.754771191,7.5482825E-01,1,0.9324348965
donorparity,CA_F,predictorvalue,2,20124,0.54,0.27,0.7617641637,7.6176697E-01,1,0.9356352359
donorparity,EOSINO,predictorvalue,2,1893,0.54,0.27,0.7626302517,7.6265983E-01,1,0.9356352359
meandonorsex,GT,predictorvalue,1,7669,0.09,0.09,0.7629800812,7.6298826E-01,1,0.9356352359
meanweekday,BILI,predictorvalue,5,22155,2.57,0.51,0.7661055635,7.6610178E-01,1,0.9371730455
meanweekday,NTPROBNP,predictorvalue,5,809,2.56,0.51,0.7681715175,7.6806571E-01,1,0.9373005321
numdoncat,SR,predictorvalue,4,78,1.79,0.45,0.7735219764,7.7311422E-01,1,0.9383316181
timesincecat,FE,predictorvalue,3,1395,1.10,0.37,0.7762168742,7.7622678E-01,1,0.9383316181
meandonorsex,ERYTRO,predictorvalue,1,36178,0.08,0.08,0.7807198703,7.8072146E-01,1,0.9383316181
idbloodgroupcat,FE,predictorvalue,1,1395,0.08,0.08,0.781286796,7.8132794E-01,1,0.9383316181
meanstoragetime,LYMF,predspline,2,1893,0.49,0.25,0.7817491784,7.8177421E-01,1,0.9383316181
donorparity,PH,predictorvalue,2,20179,0.49,0.25,0.7818360468,7.8183839E-01,1,0.9383316181
meandonorage,FIB,predspline,2,13541,0.49,0.24,0.7829027049,7.8290617E-01,1,0.9383316181
numdoncat,STDBIK,predictorvalue,4,20080,1.72,0.43,0.7876247983,7.8762260E-01,1,0.9383316181
meanweekday,MCHC,predictorvalue,5,23843,2.42,0.48,0.7883387188,7.8833433E-01,1,0.9383316181
idbloodgroupcat,MYELO,predictorvalue,1,350,0.07,0.07,0.7890106942,7.8916831E-01,1,0.9383316181
numdoncat,NTPROBNP,predictorvalue,4,810,1.69,0.42,0.7925744945,7.9251602E-01,1,0.9383316181
meandonationtime,PO2,predspline,2,16340,0.46,0.23,0.7933869011,7.9338950E-01,1,0.9383316181
meanweekday,CA,predictorvalue,5,12603,2.35,0.47,0.7983487487,7.9833982E-01,1,0.9383316181
idbloodgroupcat,ALP,predictorvalue,1,6609,0.06,0.06,0.7988853247,7.9889325E-01,1,0.9383316181
timesincecat,MONO,predictorvalue,3,1903,1.00,0.33,0.8008848749,8.0088498E-01,1,0.9383316181
meanweekday,ALAT,predictorvalue,5,16738,2.33,0.47,0.801174016,8.0116717E-01,1,0.9383316181
meandonorsex,LD,predictorvalue,1,6635,0.06,0.06,0.8049777763,8.0498542E-01,1,0.9383316181
meanweekday,MCV,predictorvalue,5,36408,2.30,0.46,0.8063910295,8.0638778E-01,1,0.9383316181
idbloodgroupcat,FERRITIN,predictorvalue,1,2549,0.06,0.06,0.8070715387,8.0709119E-01,1,0.9383316181
meandonorage,ALAT,predspline,2,16738,0.43,0.21,0.8077455445,8.0774774E-01,1,0.9383316181
meandonorage,ERYTRO,predspline,2,36177,0.43,0.21,0.8080067672,8.0800778E-01,1,0.9383316181
meandonationtime,MCH,predspline,2,36368,0.42,0.21,0.8106744373,8.1067542E-01,1,0.9392653134
meanstoragetime,CA_F,predspline,2,20105,0.40,0.20,0.8201568503,8.2015845E-01,1,0.9444157494
donorparity,BILI,predictorvalue,2,22153,0.39,0.19,0.8232283219,8.2322973E-01,1,0.9444157494
meanstoragetime,CA,predspline,2,12590,0.39,0.19,0.8232577858,8.2326026E-01,1,0.9444157494
meanweekday,OSMO,predictorvalue,5,6409,2.18,0.44,0.8235591766,8.2353913E-01,1,0.9444157494
meanweekday,BE,predictorvalue,5,19949,2.17,0.43,0.8244964066,8.2448994E-01,1,0.9444157494
numdoncat,COHB,predictorvalue,4,14017,1.48,0.37,0.8293014438,8.2929662E-01,1,0.9477675707
numdoncat,ALP,predictorvalue,4,6619,1.46,0.37,0.8331274014,8.3311696E-01,1,0.949838874
donorparity,TRANSF,predictorvalue,2,48,0.36,0.18,0.8343105012,8.3487822E-01,1,0.949838874
meandonorage,EOSINO,predspline,2,1893,0.35,0.18,0.8389201489,8.3893382E-01,1,0.9501358143
meanweekday,CL,predictorvalue,5,20834,2.07,0.41,0.8392253192,8.3921882E-01,1,0.9501358143
timesincecat,NTPROBNP,predictorvalue,3,811,0.83,0.28,0.8418687258,8.4184808E-01,1,0.9501358143
meandonationtime,COHB,predspline,2,13978,0.33,0.17,0.8461444837,8.4614617E-01,1,0.9501358143
meanstoragetime,TRANSF,predspline,2,48,0.33,0.17,0.8458887505,8.4638025E-01,1,0.9501358143
meandonorsex,APTT,predictorvalue,1,21923,0.04,0.04,0.8481242294,8.4812600E-01,1,0.9501358143
donorparity,ERYTRO,predictorvalue,2,36177,0.33,0.16,0.8487097973,8.4871043E-01,1,0.9501358143
idbloodgroupcat,HAPTO,predictorvalue,1,365,0.03,0.03,0.8540979014,8.5420002E-01,1,0.9501358143
meandonorage,FERRITIN,predspline,2,2550,0.31,0.16,0.8545914536,8.5459973E-01,1,0.9501358143
timesincecat,OSMO,predictorvalue,3,6413,0.77,0.26,0.8558912926,8.5588803E-01,1,0.9501358143
timesincecat,LAKTAT,predictorvalue,3,18662,0.76,0.25,0.857989851,8.5798870E-01,1,0.9501358143
timesincecat,PH,predictorvalue,3,20188,0.75,0.25,0.8610307068,8.6102961E-01,1,0.9501358143
meandonationtime,GLUKOS,predspline,2,44003,0.30,0.15,0.8615690835,8.6156952E-01,1,0.9501358143
timesincecat,CL,predictorvalue,3,20843,0.75,0.25,0.8616592046,8.6165813E-01,1,0.9501358143
meandonationtime,MONO,predspline,2,1901,0.29,0.15,0.8634072733,8.6341707E-01,1,0.9501358143
idbloodgroupcat,FIB,predictorvalue,1,13527,0.03,0.03,0.8686698592,8.6867233E-01,1,0.953206722
meanstoragetime,METHB,predspline,2,15378,0.28,0.14,0.8706756044,8.7067669E-01,1,0.953206722
timesincecat,NEUTRO,predictorvalue,3,10780,0.71,0.24,0.8718838139,8.7188155E-01,1,0.953206722
timesincecat,INR,predictorvalue,3,27703,0.70,0.23,0.8741976261,8.7419673E-01,1,0.9536691582
donorparity,TROP_I,predictorvalue,2,576,0.25,0.12,0.8835680854,8.8359158E-01,1,0.9565267678
idbloodgroupcat,SR,predictorvalue,1,81,0.02,0.02,0.8833057909,8.8367050E-01,1,0.9565267678
meandonorage,SR,predspline,2,80,0.25,0.12,0.8842081796,8.8437524E-01,1,0.9565267678
donorparity,NA,predictorvalue,2,45841,0.25,0.12,0.884407395,8.8440769E-01,1,0.9565267678
meandonationtime,SR,predspline,2,80,0.24,0.12,0.8874994909,8.8765721E-01,1,0.9579855094
idbloodgroupcat,HBA1C,predictorvalue,1,178,0.02,0.02,0.8973404325,8.9748610E-01,1,0.9633551488
meandonationtime,PCO2,predspline,2,16248,0.21,0.11,0.9002701846,9.0027080E-01,1,0.9633551488
meanstoragetime,NA,predspline,2,45781,0.21,0.10,0.9012707649,9.0127098E-01,1,0.9633551488
meandonorsex,NEUTRO,predictorvalue,1,10777,0.01,0.01,0.9028061454,9.0280842E-01,1,0.9633551488
meandonorage,LYMF,predspline,2,1897,0.20,0.10,0.9032182982,9.0322323E-01,1,0.9633551488
timesincecat,NA,predictorvalue,3,45862,0.57,0.19,0.9041017671,9.0410116E-01,1,0.9633551488
timesincecat,SR,predictorvalue,3,79,0.51,0.17,0.916073436,9.1572861E-01,1,0.9736861193
donorparity,GT,predictorvalue,2,7668,0.17,0.08,0.9194366481,9.1943749E-01,1,0.9755715726
meanweekday,TRANSF,predictorvalue,5,45,1.37,0.27,0.9279984199,9.2542180E-01,1,0.9757273351
meandonorsex,SR,predictorvalue,1,81,0.01,0.01,0.9264515199,9.2667945E-01,1,0.9757273351
numdoncat,OSMO,predictorvalue,4,6412,0.87,0.22,0.9287102982,9.2869950E-01,1,0.9757273351
meandonationtime,TPK,predspline,2,53357,0.15,0.07,0.9291869903,9.2918708E-01,1,0.9757273351
idbloodgroupcat,EOSINO,predictorvalue,1,1892,0.01,0.01,0.9292547323,9.2926413E-01,1,0.9757273351
meanstoragetime,ALAT,predspline,2,16711,0.13,0.06,0.9385951476,9.3859537E-01,1,0.9816982921
meandonationtime,MCHC,predspline,2,23719,0.12,0.06,0.9401557804,9.4015593E-01,1,0.9816982921
meanstoragetime,MONO,predspline,2,1900,0.12,0.06,0.942479604,9.4248134E-01,1,0.9816982921
idbloodgroupcat,NA,predictorvalue,1,45805,0.00,0.00,0.9440140563,9.4401436E-01,1,0.9816982921
donorparity,METHB,predictorvalue,2,15385,0.11,0.06,0.9453272953,9.4532749E-01,1,0.9816982921
timesincecat,ALB,predictorvalue,3,22888,0.37,0.12,0.9466386631,9.4663764E-01,1,0.9816982921
meandonorsex,CL,predictorvalue,1,20834,0.00,0.00,0.9579376564,9.5793816E-01,1,0.9909302132
donorparity,CRP,predictorvalue,2,47224,0.08,0.04,0.9609995271,9.6099956E-01,1,0.9909302132
meanweekday,GT,predictorvalue,5,7665,1.01,0.20,0.9614489805,9.6143824E-01,1,0.9909302132
timesincecat,META,predictorvalue,3,369,0.28,0.09,0.9641035386,9.6405384E-01,1,0.9915262688
numdoncat,FE,predictorvalue,4,1394,0.56,0.14,0.96773418,9.6770382E-01,1,0.9915262688
idbloodgroupcat,GT,predictorvalue,1,7657,0.00,0.00,0.9679174519,9.6791850E-01,1,0.9915262688
timesincecat,TRANSF,predictorvalue,3,47,0.22,0.07,0.974744707,9.7444650E-01,1,0.9947763387
meandonorsex,CRP,predictorvalue,1,47225,0.00,0.00,0.9756856269,9.7568576E-01,1,0.9947763387
meandonorsex,ALAT,predictorvalue,1,16739,0.00,0.00,0.9803532572,9.8035355E-01,1,0.9947763387
donorparity,APTT,predictorvalue,2,21922,0.04,0.02,0.9809050962,9.8090511E-01,1,0.9947763387
meandonorsex,BILI,predictorvalue,1,22154,0.00,0.00,0.9813571519,9.8135736E-01,1,0.9947763387
timesincecat,LPK,predictorvalue,3,55771,0.15,0.05,0.9848992908,9.8489912E-01,1,0.9947763387
meandonorsex,LPK,predictorvalue,1,55741,0.00,0.00,0.9889056652,9.8890572E-01,1,0.9947763387
meandonationtime,FE,predspline,2,1390,0.02,0.01,0.990916476,9.9091654E-01,1,0.9947763387
meanweekday,LAKTAT,predictorvalue,5,18655,0.52,0.10,0.9914912796,9.9148997E-01,1,0.9947763387
timesincecat,TROP_I,predictorvalue,3,575,0.10,0.03,0.9921654066,9.9215637E-01,1,0.9947763387
donorparity,LPK,predictorvalue,2,55740,0.01,0.01,0.9947476137,9.9474761E-01,1,0.9947763387
meanweekday,TRI,predictorvalue,5,2528,0.42,0.08,0.994782603,9.9477634E-01,1,0.9947763387
